row	angle	predicted_obs	measured_obs	error	dchi
1471	116.740	0.17852E+01	0.17169E+01	0.27800E-01	0.143E+00
1472	123.370	0.17727E+01	0.16948E+01	0.27400E-01	0.511E+00
1473	130.540	0.17477E+01	0.16399E+01	0.26800E-01	0.167E+01
1474	138.590	0.17094E+01	0.15718E+01	0.26100E-01	0.291E+01
1475	148.210	0.16568E+01	0.15444E+01	0.25600E-01	0.206E+01
1476	161.810	0.15888E+01	0.14148E+01	0.24300E-01	0.480E+01
1477	10.000	0.96751E+00	0.79600E+00	0.66000E-01	0.142E+01
1478	30.000	0.11054E+01	0.99500E+00	0.42000E-01	0.519E+00
1479	50.000	0.13278E+01	0.13550E+01	0.56000E-01	-0.239E+01
1480	70.000	0.15637E+01	0.15130E+01	0.64000E-01	-0.117E+01
1481	90.000	0.17462E+01	0.14950E+01	0.62000E-01	0.179E+01
1482	110.000	0.18240E+01	0.17230E+01	0.67000E-01	-0.675E+00
1483	130.000	0.17854E+01	0.15140E+01	0.71000E-01	0.181E+01
1484	150.000	0.16780E+01	0.15370E+01	0.65000E-01	0.997E-01
1485	170.000	0.15893E+01	0.15620E+01	0.14700E+00	-0.681E+00
1486	10.000	0.99322E+00	0.81500E+00	0.60000E-01	0.728E+00
1487	30.000	0.11360E+01	0.10030E+01	0.44000E-01	-0.474E+00
1488	50.000	0.13661E+01	0.11890E+01	0.56000E-01	-0.142E+00
1489	70.000	0.16095E+01	0.14060E+01	0.64000E-01	-0.226E+00
1490	90.000	0.17969E+01	0.14970E+01	0.63000E-01	0.897E+00
1491	110.000	0.18752E+01	0.16030E+01	0.68000E-01	0.267E+00
1492	130.000	0.18328E+01	0.13970E+01	0.70000E-01	0.268E+01
1493	150.000	0.17194E+01	0.16220E+01	0.68000E-01	-0.199E+01
1494	170.000	0.16263E+01	0.15110E+01	0.17300E+00	-0.607E+00
1495	10.000	0.10197E+01	0.80000E+00	0.64000E-01	0.161E+01
1496	30.000	0.11676E+01	0.10240E+01	0.44000E-01	0.235E+00
1497	50.000	0.14056E+01	0.13410E+01	0.58000E-01	-0.165E+01
1498	70.000	0.16569E+01	0.15070E+01	0.66000E-01	-0.595E+00
1499	90.000	0.18493E+01	0.15870E+01	0.65000E-01	0.787E+00
1500	110.000	0.19280E+01	0.16670E+01	0.69000E-01	0.593E+00
1501	130.000	0.18815E+01	0.15080E+01	0.72000E-01	0.220E+01
1502	150.000	0.17619E+01	0.16780E+01	0.69000E-01	-0.170E+01
1503	170.000	0.16643E+01	0.14260E+01	0.22200E+00	0.217E+00
1504	18.190	0.10771E+01	0.88470E+00	0.24400E-01	0.686E+01
1505	31.790	0.12006E+01	0.10411E+01	0.26800E-01	0.491E+01
1506	41.410	0.13131E+01	0.12289E+01	0.29200E-01	0.184E+01
1507	49.460	0.14160E+01	0.13497E+01	0.29900E-01	0.111E+01
1508	56.630	0.15098E+01	0.15016E+01	0.30200E-01	-0.893E+00
1509	63.260	0.15952E+01	0.16317E+01	0.31200E-01	-0.236E+01
1510	69.510	0.16720E+01	0.16859E+01	0.31000E-01	-0.171E+01
1511	75.520	0.17403E+01	0.17693E+01	0.31400E-01	-0.221E+01
1512	81.370	0.18000E+01	0.18873E+01	0.32600E-01	-0.396E+01
1513	87.130	0.18506E+01	0.19518E+01	0.33000E-01	-0.437E+01
1514	92.870	0.18917E+01	0.19646E+01	0.32800E-01	-0.357E+01
1515	98.630	0.19227E+01	0.19802E+01	0.32400E-01	-0.316E+01
1516	104.480	0.19429E+01	0.19443E+01	0.32300E-01	-0.145E+01
1517	110.490	0.19515E+01	0.19475E+01	0.32200E-01	-0.129E+01
1518	116.740	0.19479E+01	0.19346E+01	0.31900E-01	-0.101E+01
1519	123.370	0.19311E+01	0.18976E+01	0.31200E-01	-0.370E+00
1520	130.540	0.19002E+01	0.17699E+01	0.29900E-01	0.288E+01
1521	138.590	0.18541E+01	0.17705E+01	0.30000E-01	0.135E+01
1522	148.210	0.17920E+01	0.16453E+01	0.28600E-01	0.367E+01
1523	161.810	0.17127E+01	0.15227E+01	0.27200E-01	0.552E+01
1524	10.000	0.10467E+01	0.74000E+00	0.72000E-01	0.247E+01
1525	30.000	0.11998E+01	0.10890E+01	0.47000E-01	-0.777E+00
1526	50.000	0.14460E+01	0.12740E+01	0.59000E-01	-0.947E-01
1527	70.000	0.17053E+01	0.14570E+01	0.68000E-01	0.571E+00
1528	90.000	0.19028E+01	0.16730E+01	0.68000E-01	-0.570E-01
1529	110.000	0.19819E+01	0.18500E+01	0.73000E-01	-0.153E+01
1530	130.000	0.19310E+01	0.14790E+01	0.74000E-01	0.290E+01
1531	150.000	0.18049E+01	0.16800E+01	0.72000E-01	-0.134E+01
1532	170.000	0.17027E+01	0.14170E+01	0.13700E+00	0.559E+00
1533	120.000	0.19993E+01	0.22100E+01	0.16000E+00	-0.132E+01
