row	angle_equal	predicted_equal	measured_equal	error_equal	dchi_equal	exact	typed_predicted	legacy_predicted	typed_dchi	legacy_dchi
1326	yes	no	yes	yes	no	no	0.12929E+01	0.13068E+01	0.820E-01	0.330E+00
1327	yes	no	yes	yes	no	no	0.12403E+01	0.12747E+01	0.174E+00	0.485E+00
1328	yes	no	yes	yes	no	no	0.75600E+00	0.72984E+00	0.203E+01	0.167E+01
1329	yes	no	yes	yes	no	no	0.85513E+00	0.84591E+00	0.483E+00	0.276E+00
1330	yes	no	yes	yes	no	no	0.10169E+01	0.10271E+01	-0.111E+01	-0.891E+00
1331	yes	no	yes	yes	no	no	0.11922E+01	0.12053E+01	-0.873E+00	-0.626E+00
1332	yes	no	yes	yes	no	no	0.13341E+01	0.13316E+01	0.110E+01	0.109E+01
1333	yes	no	yes	yes	no	no	0.14052E+01	0.13887E+01	0.160E+01	0.136E+01
1334	yes	no	yes	yes	no	no	0.13943E+01	0.13844E+01	-0.690E+00	-0.811E+00
1335	yes	no	yes	yes	no	no	0.13311E+01	0.13457E+01	-0.183E+00	0.868E-01
1336	yes	no	yes	yes	no	no	0.12753E+01	0.13113E+01	-0.578E+00	-0.288E+00
1337	yes	no	yes	yes	no	no	0.77894E+00	0.75164E+00	0.963E+00	0.642E+00
1338	yes	no	yes	yes	no	no	0.88212E+00	0.87249E+00	0.438E+00	0.225E+00
1339	yes	no	yes	yes	no	no	0.10502E+01	0.10609E+01	-0.120E+01	-0.988E+00
1340	yes	no	yes	yes	no	no	0.12320E+01	0.12456E+01	0.387E-01	0.276E+00
1341	yes	no	yes	yes	no	no	0.13783E+01	0.13758E+01	0.250E+00	0.228E+00
1342	yes	no	yes	yes	no	no	0.14504E+01	0.14333E+01	0.164E+01	0.138E+01
1343	yes	no	yes	yes	no	no	0.14369E+01	0.14266E+01	-0.120E+01	-0.133E+01
1344	yes	no	yes	yes	no	no	0.13694E+01	0.13846E+01	0.108E+01	0.135E+01
1345	yes	no	yes	yes	no	no	0.13103E+01	0.13478E+01	-0.941E+00	-0.692E+00
1346	yes	no	yes	yes	no	no	0.82760E+00	0.80530E+00	0.846E+01	0.706E+01
1347	yes	no	yes	yes	no	no	0.91499E+00	0.90715E+00	0.489E+01	0.447E+01
1348	yes	no	yes	yes	no	no	0.99523E+00	0.99834E+00	0.395E+01	0.412E+01
1349	yes	no	yes	yes	no	no	0.10691E+01	0.10797E+01	0.129E+01	0.180E+01
1350	yes	no	yes	yes	no	no	0.11371E+01	0.11517E+01	0.401E+00	0.110E+01
1351	yes	no	yes	yes	no	no	0.11995E+01	0.12152E+01	-0.202E+01	-0.130E+01
1352	yes	no	yes	yes	no	no	0.12562E+01	0.12705E+01	-0.335E+01	-0.271E+01
1353	yes	no	yes	yes	no	no	0.13075E+01	0.13183E+01	-0.303E+01	-0.255E+01
1354	yes	no	yes	yes	no	no	0.13531E+01	0.13590E+01	-0.395E+01	-0.368E+01
1355	yes	no	yes	yes	no	no	0.13926E+01	0.13929E+01	-0.338E+01	-0.335E+01
1356	yes	no	yes	yes	no	no	0.14259E+01	0.14204E+01	-0.249E+01	-0.271E+01
1357	yes	no	yes	yes	no	no	0.14525E+01	0.14416E+01	-0.286E+01	-0.330E+01
1358	yes	no	yes	yes	no	no	0.14718E+01	0.14567E+01	-0.301E+01	-0.362E+01
1359	yes	no	yes	yes	no	no	0.14835E+01	0.14657E+01	-0.181E+01	-0.254E+01
1360	yes	no	yes	yes	no	no	0.14868E+01	0.14686E+01	-0.252E+01	-0.326E+01
1361	yes	no	yes	yes	no	no	0.14812E+01	0.14654E+01	0.119E+00	-0.545E+00
1362	yes	no	yes	yes	no	no	0.14660E+01	0.14559E+01	0.156E+01	0.113E+01
1363	yes	no	yes	yes	no	no	0.14404E+01	0.14398E+01	0.236E+01	0.234E+01
1364	yes	no	yes	yes	no	no	0.14037E+01	0.14167E+01	0.272E+01	0.333E+01
1365	yes	no	yes	yes	no	no	0.13550E+01	0.13862E+01	0.421E+01	0.572E+01
1366	yes	no	yes	yes	no	no	0.80201E+00	0.77356E+00	0.903E+00	0.554E+00
1367	yes	no	yes	yes	no	no	0.90930E+00	0.89925E+00	-0.486E-01	-0.297E+00
1368	yes	no	yes	yes	no	no	0.10839E+01	0.10949E+01	-0.167E+01	-0.146E+01
1369	yes	no	yes	yes	no	no	0.12721E+01	0.12864E+01	0.376E+00	0.619E+00
1370	yes	no	yes	yes	no	no	0.14229E+01	0.14203E+01	0.756E+00	0.712E+00
1371	yes	no	yes	yes	no	no	0.14959E+01	0.14781E+01	0.104E+00	-0.180E+00
1372	yes	no	yes	yes	no	no	0.14797E+01	0.14690E+01	-0.274E+00	-0.430E+00
1373	yes	no	yes	yes	no	no	0.14077E+01	0.14235E+01	0.101E+01	0.127E+01
1374	yes	no	yes	yes	no	no	0.13452E+01	0.13842E+01	0.407E+00	0.769E+00
1375	yes	no	yes	yes	no	no	0.81814E+00	0.78889E+00	0.795E+00	0.438E+00
1376	yes	no	yes	yes	no	no	0.92833E+00	0.91798E+00	-0.246E+00	-0.482E+00
1377	yes	no	yes	yes	no	no	0.11075E+01	0.11188E+01	-0.135E+01	-0.112E+01
1378	yes	no	yes	yes	no	no	0.13003E+01	0.13149E+01	-0.115E+00	0.142E+00
1379	yes	no	yes	yes	no	no	0.14542E+01	0.14515E+01	-0.619E+00	-0.649E+00
1380	yes	no	yes	yes	no	no	0.15277E+01	0.15094E+01	0.340E+00	0.672E-01
1381	yes	no	yes	yes	no	no	0.15095E+01	0.14985E+01	0.170E+01	0.155E+01
1382	yes	no	yes	yes	no	no	0.14343E+01	0.14505E+01	0.127E+01	0.155E+01
1383	yes	no	yes	yes	no	no	0.13694E+01	0.14095E+01	-0.734E+00	-0.436E+00
1384	yes	no	yes	yes	no	no	0.84161E+00	0.81118E+00	0.646E+00	0.230E+00
1385	yes	no	yes	yes	no	no	0.95606E+00	0.94528E+00	-0.826E+00	-0.106E+01
1386	yes	no	yes	yes	no	no	0.11419E+01	0.11537E+01	-0.638E+00	-0.409E+00
1387	yes	no	yes	yes	no	no	0.13413E+01	0.13566E+01	-0.109E+01	-0.837E+00
1388	yes	no	yes	yes	no	no	0.14997E+01	0.14969E+01	0.436E-01	0.187E-01
1389	yes	no	yes	yes	no	no	0.15741E+01	0.15550E+01	0.195E+01	0.167E+01
1390	yes	no	yes	yes	no	no	0.15529E+01	0.15415E+01	0.253E+01	0.239E+01
1391	yes	no	yes	yes	no	no	0.14729E+01	0.14897E+01	-0.908E+00	-0.634E+00
1392	yes	no	yes	yes	no	no	0.14044E+01	0.14461E+01	-0.913E+00	-0.505E+00
1393	yes	no	yes	yes	no	no	0.86609E+00	0.83443E+00	0.225E+01	0.177E+01
1394	yes	no	yes	yes	no	no	0.98503E+00	0.97379E+00	-0.111E+01	-0.135E+01
1395	yes	no	yes	yes	no	no	0.11778E+01	0.11901E+01	-0.124E+01	-0.996E+00
1396	yes	no	yes	yes	no	no	0.13843E+01	0.14002E+01	0.171E+01	0.199E+01
1397	yes	no	yes	yes	no	no	0.15474E+01	0.15445E+01	-0.989E+00	-0.101E+01
1398	yes	no	yes	yes	no	no	0.16226E+01	0.16027E+01	0.217E+00	-0.592E-01
1399	yes	no	yes	yes	no	no	0.15983E+01	0.15863E+01	0.763E+00	0.616E+00
1400	yes	no	yes	yes	no	no	0.15131E+01	0.15306E+01	0.379E+00	0.672E+00
1401	yes	no	yes	yes	no	no	0.14409E+01	0.14842E+01	0.271E+00	0.628E+00
1402	yes	no	yes	yes	no	no	0.90627E+00	0.88097E+00	0.695E+01	0.583E+01
1403	yes	no	yes	yes	no	no	0.10047E+01	0.99579E+00	0.452E+01	0.418E+01
1404	yes	no	yes	yes	no	no	0.10949E+01	0.10984E+01	0.308E+00	0.441E+00
1405	yes	no	yes	yes	no	no	0.11777E+01	0.11896E+01	0.193E+01	0.236E+01
1406	yes	no	yes	yes	no	no	0.12537E+01	0.12702E+01	0.622E+00	0.121E+01
1407	yes	no	yes	yes	no	no	0.13232E+01	0.13410E+01	-0.153E+01	-0.897E+00
1408	yes	no	yes	yes	no	no	0.13862E+01	0.14024E+01	-0.181E+01	-0.125E+01
1409	yes	no	yes	yes	no	no	0.14429E+01	0.14552E+01	-0.356E+01	-0.312E+01
1410	yes	no	yes	yes	no	no	0.14929E+01	0.14997E+01	-0.460E+01	-0.436E+01
1411	yes	no	yes	yes	no	no	0.15360E+01	0.15364E+01	-0.203E+01	-0.200E+01
1412	yes	no	yes	yes	no	no	0.15718E+01	0.15656E+01	-0.339E+01	-0.358E+01
1413	yes	no	yes	yes	no	no	0.15999E+01	0.15876E+01	-0.273E+01	-0.313E+01
1414	yes	no	yes	yes	no	no	0.16197E+01	0.16026E+01	-0.171E+01	-0.228E+01
1415	yes	no	yes	yes	no	no	0.16307E+01	0.16105E+01	-0.192E+01	-0.259E+01
1416	yes	no	yes	yes	no	no	0.16321E+01	0.16115E+01	-0.251E+00	-0.945E+00
1417	yes	no	yes	yes	no	no	0.16233E+01	0.16054E+01	0.104E+01	0.421E+00
1418	yes	no	yes	yes	no	no	0.16035E+01	0.15921E+01	0.109E+01	0.697E+00
1419	yes	no	yes	yes	no	no	0.15719E+01	0.15712E+01	0.233E+01	0.232E+01
1420	yes	no	yes	yes	no	no	0.15277E+01	0.15424E+01	0.294E+01	0.350E+01
1421	yes	no	yes	yes	no	no	0.14699E+01	0.15051E+01	0.398E+01	0.536E+01
1422	yes	no	yes	yes	no	no	0.12326E+01	0.12467E+01	0.202E+01	0.212E+01
1423	yes	no	yes	yes	no	no	0.13910E+01	0.14088E+01	-0.124E+01	-0.113E+01
1424	yes	no	yes	yes	no	no	0.15077E+01	0.15177E+01	-0.107E+01	-0.103E+01
1425	yes	no	yes	yes	no	no	0.15955E+01	0.15925E+01	-0.160E+00	-0.193E+00
1426	yes	no	yes	yes	no	no	0.16522E+01	0.16368E+01	-0.718E+00	-0.806E+00
1427	yes	no	yes	yes	no	no	0.16736E+01	0.16522E+01	-0.140E+01	-0.150E+01
1428	yes	no	yes	yes	no	no	0.16538E+01	0.16382E+01	-0.107E+01	-0.115E+01
1429	yes	no	yes	yes	no	no	0.15725E+01	0.15840E+01	-0.303E+00	-0.256E+00
1430	yes	no	yes	yes	no	no	0.89070E+00	0.85779E+00	0.169E+01	0.123E+01
1431	yes	no	yes	yes	no	no	0.10142E+01	0.10025E+01	0.107E+00	-0.149E+00
1432	yes	no	yes	yes	no	no	0.12141E+01	0.12268E+01	-0.168E+01	-0.142E+01
1433	yes	no	yes	yes	no	no	0.14276E+01	0.14441E+01	-0.247E+01	-0.218E+01
1434	yes	no	yes	yes	no	no	0.15955E+01	0.15925E+01	-0.718E+00	-0.739E+00
1435	yes	no	yes	yes	no	no	0.16714E+01	0.16507E+01	0.182E+01	0.153E+01
1436	yes	no	yes	yes	no	no	0.16438E+01	0.16314E+01	0.190E+01	0.175E+01
1437	yes	no	yes	yes	no	no	0.15534E+01	0.15715E+01	-0.107E+00	0.199E+00
1438	yes	no	yes	yes	no	no	0.14772E+01	0.15222E+01	0.998E+00	0.142E+01
1439	yes	no	yes	yes	no	no	0.91574E+00	0.88156E+00	0.242E+00	-0.153E-01
1440	yes	no	yes	yes	no	no	0.10439E+01	0.10317E+01	-0.638E+00	-0.895E+00
1441	yes	no	yes	yes	no	no	0.12511E+01	0.12643E+01	-0.206E+01	-0.184E+01
1442	yes	no	yes	yes	no	no	0.14719E+01	0.14890E+01	0.130E+00	0.380E+00
1443	yes	no	yes	yes	no	no	0.16445E+01	0.16414E+01	0.835E+00	0.790E+00
1444	yes	no	yes	yes	no	no	0.17211E+01	0.16997E+01	0.167E+01	0.137E+01
1445	yes	no	yes	yes	no	no	0.16900E+01	0.16771E+01	0.630E+00	0.465E+00
1446	yes	no	yes	yes	no	no	0.15942E+01	0.16130E+01	0.388E+00	0.654E+00
1447	yes	no	yes	yes	no	no	0.15140E+01	0.15607E+01	-0.305E+00	0.492E-01
1448	yes	no	yes	yes	no	no	0.94156E+00	0.90606E+00	0.217E+01	0.167E+01
1449	yes	no	yes	yes	no	no	0.10745E+01	0.10619E+01	-0.321E+00	-0.557E+00
1450	yes	no	yes	yes	no	no	0.12893E+01	0.13030E+01	-0.223E+01	-0.196E+01
1451	yes	no	yes	yes	no	no	0.15176E+01	0.15354E+01	-0.520E+00	-0.212E+00
1452	yes	no	yes	yes	no	no	0.16952E+01	0.16920E+01	-0.276E-01	-0.318E-01
1453	yes	no	yes	yes	no	no	0.17724E+01	0.17502E+01	-0.277E-01	-0.298E+00
1454	yes	no	yes	yes	no	no	0.17376E+01	0.17243E+01	0.273E+01	0.258E+01
1455	yes	no	yes	yes	no	no	0.16361E+01	0.16556E+01	0.157E+00	0.478E+00
1456	yes	no	yes	yes	no	no	0.15517E+01	0.16001E+01	-0.692E+00	-0.369E+00
1457	yes	no	yes	yes	no	no	0.98911E+00	0.96062E+00	0.756E+01	0.621E+01
1458	yes	no	yes	yes	no	no	0.10995E+01	0.10894E+01	0.461E+01	0.420E+01
1459	yes	no	yes	yes	no	no	0.12004E+01	0.12043E+01	0.387E+01	0.403E+01
1460	yes	no	yes	yes	no	no	0.12929E+01	0.13062E+01	0.255E+00	0.761E+00
1461	yes	no	yes	yes	no	no	0.13774E+01	0.13960E+01	0.353E+00	0.105E+01
1462	yes	no	yes	yes	no	no	0.14546E+01	0.14746E+01	-0.151E+01	-0.783E+00
1463	yes	no	yes	yes	no	no	0.15242E+01	0.15424E+01	-0.334E+01	-0.268E+01
1464	yes	no	yes	yes	no	no	0.15865E+01	0.16004E+01	-0.277E+01	-0.227E+01
1465	yes	no	yes	yes	no	no	0.16412E+01	0.16489E+01	-0.411E+01	-0.384E+01
1466	yes	no	yes	yes	no	no	0.16880E+01	0.16885E+01	-0.343E+01	-0.340E+01
1467	yes	no	yes	yes	no	no	0.17265E+01	0.17196E+01	-0.349E+01	-0.371E+01
1468	yes	no	yes	yes	no	no	0.17560E+01	0.17423E+01	-0.313E+01	-0.358E+01
1469	yes	no	yes	yes	no	no	0.17761E+01	0.17569E+01	-0.316E+01	-0.379E+01
1470	yes	no	yes	yes	no	no	0.17861E+01	0.17635E+01	-0.180E+01	-0.256E+01
1471	yes	no	yes	yes	no	no	0.17852E+01	0.17622E+01	0.143E+00	-0.647E+00
1472	yes	no	yes	yes	no	no	0.17727E+01	0.17527E+01	0.511E+00	-0.183E+00
1473	yes	no	yes	yes	no	no	0.17477E+01	0.17349E+01	0.167E+01	0.122E+01
1474	yes	no	yes	yes	no	no	0.17094E+01	0.17085E+01	0.291E+01	0.289E+01
1475	yes	no	yes	yes	no	no	0.16568E+01	0.16732E+01	0.206E+01	0.268E+01
1476	yes	no	yes	yes	no	no	0.15888E+01	0.16282E+01	0.480E+01	0.638E+01
1477	yes	no	yes	yes	no	no	0.96751E+00	0.93068E+00	0.142E+01	0.932E+00
1478	yes	no	yes	yes	no	no	0.11054E+01	0.10922E+01	0.519E+00	0.271E+00
1479	yes	no	yes	yes	no	no	0.13278E+01	0.13420E+01	-0.239E+01	-0.212E+01
1480	yes	no	yes	yes	no	no	0.15637E+01	0.15822E+01	-0.117E+01	-0.862E+00
1481	yes	no	yes	yes	yes	no	0.17462E+01	0.17429E+01	0.179E+01	0.179E+01
1482	yes	no	yes	yes	no	no	0.18240E+01	0.18010E+01	-0.675E+00	-0.949E+00
1483	yes	no	yes	yes	no	no	0.17854E+01	0.17716E+01	0.181E+01	0.167E+01
1484	yes	no	yes	yes	no	no	0.16780E+01	0.16982E+01	0.997E-01	0.427E+00
1485	yes	no	yes	yes	no	no	0.15893E+01	0.16395E+01	-0.681E+00	-0.350E+00
1486	yes	no	yes	yes	no	no	0.99322E+00	0.95507E+00	0.728E+00	0.208E+00
1487	yes	no	yes	yes	no	no	0.11360E+01	0.11224E+01	-0.474E+00	-0.694E+00
1488	yes	no	yes	yes	no	no	0.13661E+01	0.13808E+01	-0.142E+00	0.131E+00
1489	yes	no	yes	yes	no	no	0.16095E+01	0.16286E+01	-0.226E+00	0.796E-01
1490	yes	no	yes	yes	no	no	0.17969E+01	0.17935E+01	0.897E+00	0.904E+00
1491	yes	no	yes	yes	no	no	0.18752E+01	0.18514E+01	0.267E+00	0.161E-01
1492	yes	no	yes	yes	no	no	0.18328E+01	0.18184E+01	0.268E+01	0.255E+01
1493	yes	no	yes	yes	no	no	0.17194E+01	0.17403E+01	-0.199E+01	-0.168E+01
1494	yes	no	yes	yes	no	no	0.16263E+01	0.16782E+01	-0.607E+00	-0.329E+00
1495	yes	no	yes	yes	no	no	0.10197E+01	0.98021E+00	0.161E+01	0.110E+01
1496	yes	no	yes	yes	no	no	0.11676E+01	0.11535E+01	0.235E+00	0.903E-02
1497	yes	no	yes	yes	no	no	0.14056E+01	0.14208E+01	-0.165E+01	-0.137E+01
1498	yes	no	yes	yes	no	no	0.16569E+01	0.16767E+01	-0.595E+00	-0.272E+00
1499	yes	no	yes	yes	no	no	0.18493E+01	0.18458E+01	0.787E+00	0.804E+00
1500	yes	no	yes	yes	no	no	0.19280E+01	0.19034E+01	0.593E+00	0.339E+00
1501	yes	no	yes	yes	no	no	0.18815E+01	0.18666E+01	0.220E+01	0.208E+01
1502	yes	no	yes	yes	no	no	0.17619E+01	0.17835E+01	-0.170E+01	-0.136E+01
1503	yes	no	yes	yes	no	no	0.16643E+01	0.17179E+01	0.217E+00	0.449E+00
1504	yes	no	yes	yes	no	no	0.10771E+01	0.10452E+01	0.686E+01	0.558E+01
1505	yes	no	yes	yes	no	no	0.12006E+01	0.11892E+01	0.491E+01	0.449E+01
1506	yes	no	yes	yes	no	no	0.13131E+01	0.13173E+01	0.184E+01	0.198E+01
1507	yes	no	yes	yes	no	no	0.14160E+01	0.14308E+01	0.111E+01	0.160E+01
1508	yes	no	yes	yes	no	no	0.15098E+01	0.15305E+01	-0.893E+00	-0.221E+00
1509	yes	no	yes	yes	no	no	0.15952E+01	0.16176E+01	-0.236E+01	-0.166E+01
1510	yes	no	yes	yes	no	no	0.16720E+01	0.16923E+01	-0.171E+01	-0.106E+01
1511	yes	no	yes	yes	no	no	0.17403E+01	0.17559E+01	-0.221E+01	-0.173E+01
1512	yes	no	yes	yes	no	no	0.18000E+01	0.18087E+01	-0.396E+01	-0.370E+01
1513	yes	no	yes	yes	no	no	0.18506E+01	0.18512E+01	-0.437E+01	-0.435E+01
1514	yes	no	yes	yes	no	no	0.18917E+01	0.18841E+01	-0.357E+01	-0.379E+01
1515	yes	no	yes	yes	no	no	0.19227E+01	0.19074E+01	-0.316E+01	-0.362E+01
1516	yes	no	yes	yes	no	no	0.19429E+01	0.19214E+01	-0.145E+01	-0.209E+01
1517	yes	no	yes	yes	no	no	0.19515E+01	0.19263E+01	-0.129E+01	-0.205E+01
1518	yes	no	yes	yes	no	no	0.19479E+01	0.19221E+01	-0.101E+01	-0.179E+01
1519	yes	no	yes	yes	no	no	0.19311E+01	0.19087E+01	-0.370E+00	-0.107E+01
1520	yes	no	yes	yes	no	no	0.19002E+01	0.18858E+01	0.288E+01	0.241E+01
1521	yes	no	yes	yes	no	no	0.18541E+01	0.18531E+01	0.135E+01	0.132E+01
1522	yes	no	yes	yes	no	no	0.17920E+01	0.18102E+01	0.367E+01	0.429E+01
1523	yes	no	yes	yes	no	no	0.17127E+01	0.17566E+01	0.552E+01	0.710E+01
1524	yes	no	yes	yes	no	no	0.10467E+01	0.10058E+01	0.247E+01	0.199E+01
1525	yes	no	yes	yes	no	no	0.11998E+01	0.11851E+01	-0.777E+00	-0.103E+01
1526	yes	no	yes	yes	no	no	0.14460E+01	0.14617E+01	-0.947E-01	0.164E+00
1527	yes	no	yes	yes	no	no	0.17053E+01	0.17257E+01	0.571E+00	0.861E+00
1528	yes	no	yes	yes	no	no	0.19028E+01	0.18992E+01	-0.570E-01	-0.751E-01
1529	yes	no	yes	yes	no	no	0.19819E+01	0.19564E+01	-0.153E+01	-0.181E+01
1530	yes	no	yes	yes	no	no	0.19310E+01	0.19156E+01	0.290E+01	0.275E+01
1531	yes	no	yes	yes	no	no	0.18049E+01	0.18272E+01	-0.134E+01	-0.105E+01
1532	yes	no	yes	yes	no	no	0.17027E+01	0.17581E+01	0.559E+00	0.927E+00
1533	yes	no	yes	yes	no	no	0.19993E+01	0.19738E+01	-0.132E+01	-0.148E+01
