boundary	row	category	field	typed	forced_legacy
full_grid	261	value	multipole_real	-1.0282737202942371E-003	-7.7535938471555710E-003
full_grid	262	value	multipole_real	2.4656957248225808E-004	5.4914838983677328E-005
full_grid	263	value	multipole_real	6.2800609157420695E-010	-6.4590567490085959E-006
full_grid	264	value	multipole_real	1.5916157281026244E-012	-2.4976765189421712E-007
full_grid	267	value	multipole_real	-3.4106671810150146E-003	-9.9860742688179016E-002
full_grid	268	value	multipole_real	-3.9617531001567841E-005	-1.8074979307129979E-003
full_grid	269	value	multipole_real	-2.3355823941528797E-009	-6.3426567066926509E-005
full_grid	270	value	multipole_real	-5.4569682106375694E-012	-2.5966417069867020E-006
full_grid	271	value	multipole_real	1.4013616561889648E+001	-2.3967330932617188E+001
full_grid	271	value	multipole_imag	1.3002197444438934E-001	1.3002195954322815E-001
full_grid	272	value	multipole_real	3.3295929431915283E-002	-3.7016868591308594E-001
full_grid	273	value	multipole_real	-1.2818099930882454E-003	-1.5144840814173222E-002
full_grid	274	value	multipole_real	3.7518911994993687E-006	-5.6280661374330521E-004
full_grid	275	value	multipole_real	3.0922819860279560E-011	-2.5667506633908488E-005
full_grid	276	value	multipole_real	1.1368683772161603E-013	-1.2385929721858702E-006
full_grid	278	value	multipole_real	5.2665632963180542E-001	-4.0278899669647217E-001
full_grid	279	value	multipole_real	-2.6245880872011185E-004	-1.0522275231778622E-002
full_grid	280	value	multipole_real	-6.6536467056721449E-004	-9.1987691121175885E-004
full_grid	281	value	multipole_real	-9.2404661700129509E-010	-8.0822155723581091E-006
full_grid	282	value	multipole_real	-2.3305801732931286E-012	-2.9967915793349675E-007
full_grid	284	value	multipole_real	-1.4228191971778870E-001	4.9786242842674255E-001
full_grid	285	value	multipole_real	4.9864919856190681E-004	6.6207447089254856E-003
full_grid	286	value	multipole_real	-1.5538098523393273E-006	1.9329528731759638E-004
full_grid	287	value	multipole_real	-6.2846083892509341E-010	6.4393739194201771E-006
full_grid	288	value	multipole_real	-1.5916157281026244E-012	2.4989978442135907E-007
full_grid	291	value	multipole_real	-1.2177526950836182E-002	-2.1241484582424164E-001
full_grid	291	value	multipole_imag	-7.6504460366777494E-007	-7.6502112733578542E-007
full_grid	292	value	multipole_real	5.8008939959108829E-004	-3.8662662263959646E-003
full_grid	292	value	multipole_imag	-8.6558996081897988E-011	-8.6554201306210388E-011
full_grid	293	value	multipole_real	1.4202669262886047E-008	-1.8910988001152873E-004
full_grid	294	value	multipole_real	3.9108272176235914E-011	-9.2048803708166815E-006
full_grid	295	value	multipole_real	1.1839647674560547E+002	-2.7778276443481445E+001
full_grid	295	value	multipole_imag	-4.1586395353078842E-002	-4.1586387902498245E-002
full_grid	296	value	multipole_real	-3.2197237014770508E-003	-7.1997821331024170E-001
full_grid	297	value	multipole_real	-2.0323619246482849E-003	-3.1296711415052414E-002
full_grid	297	value	multipole_imag	1.6531360813587526E-007	1.6530887592125509E-007
full_grid	298	value	multipole_real	6.3544721342623234E-005	-1.3578267535194755E-003
full_grid	298	value	multipole_imag	-5.8163979188563530E-010	-5.8160865012979457E-010
full_grid	299	value	multipole_real	-1.9645085558295250E-010	-7.6541065936908126E-005
full_grid	300	value	multipole_real	-4.5474735088646412E-013	-4.3901363824261352E-006
full_grid	302	value	multipole_real	6.0837638378143311E-001	-1.3742221593856812E+000
full_grid	302	value	multipole_imag	-4.4755919952876866E-004	-4.4755224371328950E-004
full_grid	303	value	multipole_real	3.8007497787475586E-003	-1.7206894233822823E-002
full_grid	303	value	multipole_imag	-6.2038658654728351E-008	-6.2036228598572052E-008
full_grid	304	value	multipole_real	3.8817254244349897E-004	-2.5538081536069512E-004
full_grid	304	value	multipole_imag	-5.7648642803886929E-012	-5.7641591152957083E-012
full_grid	305	value	multipole_real	5.6716089602559805E-009	-2.4155096980393864E-005
full_grid	306	value	multipole_real	1.7053025658242404E-011	-1.0658027349563781E-006
full_grid	308	value	multipole_real	6.2625360488891602E-001	2.4201891422271729E+000
full_grid	309	value	multipole_real	3.4097069874405861E-003	1.3504578731954098E-002
full_grid	309	value	multipole_imag	-7.1327512785046565E-008	-7.1325771955343953E-008
full_grid	310	value	multipole_real	-5.0840759649872780E-004	0.0000000000000000E+000
full_grid	311	value	multipole_real	3.8362486520782113E-009	1.9139128198730759E-005
full_grid	312	value	multipole_real	1.1652900866465643E-011	8.8976463530343608E-007
full_grid	315	value	multipole_real	-3.0168190598487854E-002	7.0221967995166779E-002
full_grid	315	value	multipole_imag	5.1741744755418040E-007	5.1739340278800228E-007
full_grid	316	value	multipole_real	7.6791853643953800E-004	3.8822584319859743E-003
