call_id	energy_index	family	branch	legacy_l	form_selector	energy_mev	multipole_real	multipole_imag
121	1	1	1	5	25	1.9435000610351562E+002	-6.1694610863924026E-002	-3.9508812221811240E-008
121	1	1	1	6	25	1.9435000610351562E+002	-1.3484369032084942E-002	-4.6910014761536445E-010
121	1	1	2	1	135	1.9435000610351562E+002	-2.2114089965820312E+001	1.7994159460067749E+000
121	1	1	2	2	21	1.9435000610351562E+002	-2.7234895229339600E+000	-2.2549471259117126E-001
121	1	1	2	3	134	1.9435000610351562E+002	-5.1281505823135376E-001	1.9171404710505158E-004
121	1	1	2	4	134	1.9435000610351562E+002	-1.0346958041191101E-001	-4.0148001971829217E-006
121	1	1	2	5	25	1.9435000610351562E+002	-2.4568930268287659E-002	7.3285080226526134E-009
121	1	1	2	6	25	1.9435000610351562E+002	-6.3806828111410141E-003	-5.5345378280335922E-010
121	1	2	1	1	0	1.9435000610351562E+002	0.0000000000000000E+000	0.0000000000000000E+000
121	1	2	1	2	134	1.9435000610351562E+002	-6.5128588676452637E+000	7.7924974262714386E-002
121	1	2	1	3	134	1.9435000610351562E+002	-3.1881371140480042E-001	-7.9694196756463498E-005
121	1	2	1	4	134	1.9435000610351562E+002	-4.9492213875055313E-002	-6.0834750570393226E-008
121	1	2	1	5	25	1.9435000610351562E+002	-9.2630814760923386E-003	-5.9320148793062799E-009
121	1	2	1	6	25	1.9435000610351562E+002	-1.9310651114210486E-003	-6.7178741736118042E-011
121	1	2	2	1	0	1.9435000610351562E+002	0.0000000000000000E+000	0.0000000000000000E+000
121	1	2	2	2	21	1.9435000610351562E+002	1.7686708450317383E+001	1.4643932580947876E+000
121	1	2	2	3	134	1.9435000610351562E+002	2.4542063474655151E-001	-9.1749621788039804E-005
121	1	2	2	4	124	1.9435000610351562E+002	1.8505837768316269E-002	7.1806124424256268E-007
121	1	2	2	5	25	1.9435000610351562E+002	7.5736008584499359E-003	-2.2590807002842439E-009
121	1	2	2	6	25	1.9435000610351562E+002	1.6146905254572630E-003	1.4005656356896878E-010
121	1	3	1	1	0	1.9435000610351562E+002	0.0000000000000000E+000	0.0000000000000000E+000
121	1	3	1	2	0	1.9435000610351562E+002	0.0000000000000000E+000	0.0000000000000000E+000
121	1	3	1	3	134	1.9435000610351562E+002	1.3761864900588989E+000	7.2727462975308299E-004
121	1	3	1	4	134	1.9435000610351562E+002	2.3511771857738495E-001	5.8513082876743283E-006
121	1	3	1	5	25	1.9435000610351562E+002	4.0644116699695587E-002	3.8646131628183866E-008
121	1	3	1	6	25	1.9435000610351562E+002	9.0089906007051468E-003	4.7301218497608488E-010
121	1	3	2	1	135	1.9435000610351562E+002	1.4023744583129883E+001	1.5497287511825562E+000
121	1	3	2	2	134	1.9435000610351562E+002	1.6969299316406250E+000	-1.1889264918863773E-002
121	1	3	2	3	134	1.9435000610351562E+002	3.3427175879478455E-001	2.8070132248103619E-004
121	1	3	2	4	134	1.9435000610351562E+002	6.6928118467330933E-002	-2.9971999992994824E-007
121	1	3	2	5	25	1.9435000610351562E+002	1.6377639025449753E-002	1.7053936929301017E-008
121	1	3	2	6	25	1.9435000610351562E+002	4.2548244819045067E-003	6.7215684407262444E-011
121	1	4	1	1	0	1.9435000610351562E+002	0.0000000000000000E+000	0.0000000000000000E+000
121	1	4	1	2	134	1.9435000610351562E+002	9.9116164445877075E-001	-1.2156998738646507E-002
121	1	4	1	3	134	1.9435000610351562E+002	2.6633992791175842E-001	1.4076051593292505E-004
121	1	4	1	4	134	1.9435000610351562E+002	4.0956709533929825E-002	1.0193756452281377E-006
121	1	4	1	5	25	1.9435000610351562E+002	6.3792490400373936E-003	6.0656581979401381E-009
121	1	4	1	6	25	1.9435000610351562E+002	1.2879291316494346E-003	6.7622019095381347E-011
121	1	4	2	1	0	1.9435000610351562E+002	0.0000000000000000E+000	0.0000000000000000E+000
121	1	4	2	2	134	1.9435000610351562E+002	-1.8918104171752930E+000	1.3254659250378609E-002
121	1	4	2	3	134	1.9435000610351562E+002	-2.1081452071666718E-001	-1.7702938930597156E-004
121	1	4	2	4	134	1.9435000610351562E+002	-2.1130952984094620E-002	9.4629420743785886E-008
121	1	4	2	5	25	1.9435000610351562E+002	-5.1583983004093170E-003	-5.3714090952894367E-009
121	1	4	2	6	25	1.9435000610351562E+002	-1.0747965425252914E-003	-1.6979121233995365E-011
121	1	5	1	1	0	1.9435000610351562E+002	0.0000000000000000E+000	0.0000000000000000E+000
121	1	5	1	2	0	1.9435000610351562E+002	0.0000000000000000E+000	0.0000000000000000E+000
121	1	5	1	3	134	1.9435000610351562E+002	-2.6990160942077637E+000	-1.4265209902077913E-003
121	1	5	1	4	134	1.9435000610351562E+002	-2.2057162225246429E-001	-5.4895672292332165E-006
121	1	5	1	5	3	1.9435000610351562E+002	-4.1169624775648117E-002	-3.9145806596252442E-008
121	1	5	1	6	3	1.9435000610351562E+002	-8.9892186224460602E-003	-4.7197407093690913E-010
121	1	5	2	1	135	1.9435000610351562E+002	-1.7669054031372070E+001	-1.9525492191314697E+000
121	1	5	2	2	134	1.9435000610351562E+002	-1.6719396114349365E+000	1.1714175343513489E-002
121	1	5	2	3	134	1.9435000610351562E+002	-3.3725184202194214E-001	-2.8320381534285843E-004
121	1	5	2	4	134	1.9435000610351562E+002	-6.6895216703414917E-002	2.9957263336655160E-007
121	1	5	2	5	3	1.9435000610351562E+002	-1.6378944739699364E-002	-1.7055297618639997E-008
121	1	5	2	6	3	1.9435000610351562E+002	-4.2547690682113171E-003	-6.7214803167736648E-011
121	1	6	1	1	0	1.9435000610351562E+002	0.0000000000000000E+000	0.0000000000000000E+000
121	1	6	1	2	134	1.9435000610351562E+002	-2.4182994365692139E+000	2.9661444947123528E-002
121	1	6	1	3	134	1.9435000610351562E+002	-3.4248912334442139E-001	-1.8095009727403522E-004
121	1	6	1	4	134	1.9435000610351562E+002	-6.3111118972301483E-002	-1.5707736338299583E-006
121	1	6	1	5	25	1.9435000610351562E+002	-6.4260936342179775E-003	-6.1101994575096796E-009
121	1	6	1	6	3	1.9435000610351562E+002	-1.2878458946943283E-003	-6.7617647592221886E-011
121	1	6	2	1	0	1.9435000610351562E+002	0.0000000000000000E+000	0.0000000000000000E+000
121	1	6	2	2	134	1.9435000610351562E+002	2.5863375663757324E+000	-1.8120756372809410E-002
121	1	6	2	3	134	1.9435000610351562E+002	1.6912773251533508E-001	1.4202322927303612E-004
121	1	6	2	4	134	1.9435000610351562E+002	2.8725884854793549E-002	-1.2864131804235512E-007
121	1	6	2	5	25	1.9435000610351562E+002	5.1022241823375225E-003	5.3129154409248258E-009
121	1	6	2	6	3	1.9435000610351562E+002	1.0745368199422956E-003	1.6975018612974679E-011
122	1	1	1	1	0	1.9500000000000000E+002	0.0000000000000000E+000	0.0000000000000000E+000
122	1	1	1	2	0	1.9500000000000000E+002	0.0000000000000000E+000	0.0000000000000000E+000
122	1	1	1	3	134	1.9500000000000000E+002	-3.6226713657379150E+000	-9.3580794055014849E-004
122	1	1	1	4	134	1.9500000000000000E+002	-3.1095677614212036E-001	-3.9370988247355854E-007
122	1	1	1	5	25	1.9500000000000000E+002	-6.2866784632205963E-002	-4.2662911425850325E-008
122	1	1	1	6	25	1.9500000000000000E+002	-1.3813955709338188E-002	-5.1641635412380538E-010
122	1	1	2	1	135	1.9500000000000000E+002	-2.2059444427490234E+001	1.8154224157333374E+000
